activity_id,branch_method,branch_time_in_child,branch_time_in_parent,experiment,experiment_id,frequency,grid,grid_label,institution_id,nominal_resolution,parent_activity_id,parent_experiment_id,parent_source_id,parent_time_units,parent_variant_label,product,realm,source_id,source_type,sub_experiment,sub_experiment_id,table_id,variable_id,variant_label,member_id,standard_name,long_name,units,vertical_levels,init_year,start_time,end_time,time_range,path,version
CMIP,standard,0,35405,all-forcing simulation of the recent past,historical,day,gs2x1.5,gr1,INM,100 km,CMIP,piControl,INM-CM4-8,days since 1850-01-01,r1i1p1f1,model-output,atmos,INM-CM4-8,AOGCM AER,none,none,Eday,tauu,r1i1p1f1,r1i1p1f1,surface_downward_eastward_stress,Surface Downward Eastward Wind Stress,Pa,1,,1/1/80 12:00,12/31/14 12:00,1980-01-01 12:00:00-2014-12-31 12:00:00,/Users/eriley/NOAA_POD/model_data/INM-CM4-8/tauu/tauu_Eday_INM-CM4-8_historical_r1i1p1f1_gr1_19800101-20141231.nc,v0
CMIP,standard,0,35405,all-forcing simulation of the recent past,historical,fx,gs2x1.5,gr1,INM,100 km,CMIP,piControl,INM-CM4-8,days since 1850-01-01,r1i1p1f1,model-output,atmos,INM-CM4-8,AOGCM AER,none,none,fx,sftlf,r1i1p1f1,r1i1p1f1,land_area_fraction,Percentage of the grid  cell occupied by land (including lakes),%,1,,,,,/Users/eriley/NOAA_POD/model_data/sftlf_historical/INM-CM4-8/sftlf_fx_INM-CM4-8_historical_r1i1p1f1_gr1.nc,v0
